profession,social_media_sleep,mood_disorder,content_type_social_media,think_time_instagram,think_time_whatsapp,think_time_twitter,think_time_facebook,think_time_youtube,think_time_linkedin,actual_time_instagram,actual_time_whatsapp,actual_time_twitter,actual_time_facebook,actual_time_youtube,actual_time_linkedin,focus_quality,binge_watch_reels,sad_content_feed,social_media_purpose,social_relationship_impact,time_loss_social_media,sleep_quality_general,refreshed_after_social_media,anxious_stressed,compare_with_others,headaches_eyestrain,trouble_sleeping_month,sleep_quality_month,social_media_before_bed,nervous_anxious,smartphone_discomfort
0,2,3,5,3,3,3,3,4,4,3,4,3,4,4,4,2,2,1,84,1,3,3,1,0,2,0,3,2,1,2,3
0,2,2,10,4,2,4,4,3,4,4,2,4,4,3,4,2,2,2,46,2,4,4,0,0,2,1,1,4,1,1,2
0,1,1,10,2,2,4,4,4,4,2,2,4,4,4,4,1,1,5,46,1,4,5,1,0,1,1,5,1,1,1,1
0,3,3,4,1,1,4,4,1,4,2,2,4,4,2,4,3,3,3,46,3,4,3,0,1,3,0,3,3,0,3,3
0,3,3,12,4,3,4,4,2,4,4,3,4,4,2,4,3,1,5,33,4,4,3,1,1,3,1,2,4,1,2,4
0,3,4,10,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,43,2,4,4,1,0,2,0,2,3,1,1,2
0,4,4,12,3,2,4,4,3,4,3,2,4,4,3,4,2,3,3,46,4,4,3,0,1,2,1,1,4,0,1,1
0,3,4,12,4,2,4,4,2,4,4,2,4,4,2,4,3,2,3,22,3,4,3,1,0,2,0,1,4,0,2,3
0,3,2,30,4,3,4,4,3,4,4,3,2,4,1,4,2,2,1,77,1,4,3,1,0,1,0,3,2,1,1,1
0,3,3,4,4,4,4,4,2,4,4,4,4,4,2,3,3,1,1,11,3,3,5,0,0,1,1,1,3,0,2,4
0,2,1,4,4,3,3,3,3,3,2,4,4,4,4,4,1,1,1,5,1,4,1,1,0,1,1,1,5,0,1,1
6,2,1,30,4,3,2,4,4,3,4,4,3,4,4,4,2,3,3,56,1,3,1,0,0,4,0,1,2,1,2,1
0,5,5,41,1,1,4,3,1,4,2,1,4,4,1,4,4,1,5,4,4,4,3,1,0,1,1,3,3,1,1,5
10,2,3,30,3,1,4,1,1,2,3,1,4,1,1,4,1,1,3,81,2,4,4,1,0,2,0,1,5,1,1,1
0,2,5,4,0,3,0,0,2,0,0,4,0,0,4,0,5,2,3,84,2,3,3,0,0,3,1,1,2,1,1,2
0,3,4,4,3,1,2,3,1,1,3,0,2,4,1,1,2,3,2,84,3,4,2,0,0,2,0,3,2,0,3,3
6,5,1,4,3,4,3,3,4,3,2,2,2,2,2,2,5,1,1,22,3,4,2,0,1,5,1,5,2,1,4,3
0,3,3,27,2,4,4,4,2,4,2,2,4,4,2,4,2,4,3,77,5,4,3,0,0,2,1,1,3,1,2,1
0,5,5,10,4,3,4,4,0,3,4,3,4,4,1,4,5,2,1,46,5,4,5,0,1,3,1,4,4,0,2,2
0,1,1,10,1,1,4,4,1,4,1,1,4,4,1,4,2,5,4,70,1,4,5,0,0,4,1,2,2,1,1,5
0,4,4,10,4,2,4,4,2,4,4,2,4,4,2,4,5,2,2,46,3,4,4,0,0,4,0,1,4,0,3,2
0,1,3,4,4,0,3,2,0,4,2,0,1,2,0,1,1,1,2,46,1,3,2,0,0,2,0,2,3,0,3,4
0,4,4,10,2,1,4,4,1,4,1,1,4,4,1,4,4,3,5,67,3,4,3,0,1,3,1,3,3,1,3,4
0,1,1,44,4,4,4,3,4,4,3,3,4,3,4,4,1,1,1,84,3,4,4,1,0,1,0,1,4,1,1,1
0,5,1,4,3,1,4,4,0,4,4,2,4,4,3,4,3,5,5,43,1,3,5,0,1,1,1,5,5,1,5,5
0,5,3,27,2,4,4,4,2,4,3,3,4,4,3,4,3,2,4,59,4,3,2,0,0,1,1,4,3,1,4,3
0,5,5,44,4,2,4,4,4,4,2,2,3,3,2,3,1,2,2,84,3,4,3,0,0,3,1,1,4,0,1,1
0,3,2,26,3,3,4,4,2,4,3,3,4,4,4,2,2,3,3,83,4,3,1,1,0,3,1,2,3,1,3,3
0,2,2,11,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,34,1,3,4,1,0,2,0,1,4,1,2,2
0,3,3,10,1,3,4,4,1,4,1,3,4,4,1,4,5,3,5,46,5,4,3,1,1,3,1,3,3,1,3,3
0,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,3,3,4,84,3,4,4,0,1,1,1,3,3,0,2,3
0,3,3,16,3,3,4,4,3,4,3,4,4,4,3,4,3,3,4,43,3,4,3,1,0,3,1,3,3,0,3,3
8,5,5,10,3,4,4,4,0,4,2,2,4,4,0,4,5,4,5,46,3,4,3,0,1,3,1,4,3,1,5,4
0,2,3,44,2,3,4,2,1,4,3,2,4,2,1,4,2,3,4,47,1,4,4,1,0,4,1,3,4,1,3,1
0,2,3,4,4,2,4,4,1,4,4,4,4,4,1,4,5,4,5,46,4,4,4,0,0,2,1,1,4,1,2,4
8,3,1,10,3,3,3,4,4,4,3,3,4,4,4,4,3,2,1,46,1,4,3,0,1,2,1,4,4,1,5,3
0,3,2,44,3,4,1,2,2,0,2,4,1,0,3,0,2,1,1,43,1,3,3,0,0,2,0,1,3,0,1,2
0,1,1,44,4,3,1,2,1,4,4,3,2,3,1,0,1,2,2,46,2,4,2,0,1,2,1,3,2,1,2,2
7,5,5,50,0,3,0,0,0,0,0,4,0,0,0,0,4,4,3,47,1,4,3,0,1,1,1,4,1,0,2,2
0,1,2,47,3,2,4,4,1,4,4,3,4,4,2,4,2,2,3,84,3,4,3,0,1,3,1,1,3,1,2,2
0,4,4,10,4,3,4,4,0,4,4,2,4,4,0,4,5,4,4,59,2,4,2,0,1,3,1,1,2,1,4,5
0,3,5,5,2,4,4,4,3,4,4,4,4,3,4,4,2,2,5,22,5,4,5,1,0,4,0,4,4,0,4,3
1,4,4,30,2,2,2,2,0,2,2,2,1,4,0,1,5,3,5,70,1,4,4,0,1,5,1,4,4,1,4,4
0,3,1,10,0,2,2,4,2,2,0,2,3,4,3,2,4,4,5,60,4,4,4,1,0,2,0,2,4,1,3,3
0,4,2,12,3,2,2,3,1,3,3,3,3,4,1,4,3,4,2,76,4,4,1,0,0,3,1,2,1,1,2,3
0,3,3,22,1,2,4,4,1,4,1,2,4,4,2,4,4,5,5,46,3,4,4,1,1,5,0,1,5,1,5,3
0,5,3,16,1,2,2,3,2,3,1,2,3,3,3,3,5,5,5,52,3,4,2,0,1,5,1,5,2,1,5,5
0,5,5,30,0,1,4,1,0,1,0,0,4,1,0,1,5,5,5,71,5,4,3,0,1,4,1,3,3,1,3,5
0,4,4,10,0,1,4,4,4,2,1,2,4,4,4,4,3,2,5,59,4,4,2,0,0,3,0,2,1,1,4,3
0,3,3,16,2,1,4,4,2,4,2,2,4,4,2,4,4,4,4,52,3,4,3,0,0,3,1,3,3,1,4,4
0,5,5,10,1,1,4,4,2,3,0,1,4,4,1,3,4,5,5,76,5,4,1,0,1,5,1,5,2,1,5,4
0,2,1,27,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,49,2,4,3,1,0,1,0,3,3,1,3,3
0,1,4,11,4,3,2,2,3,3,4,3,2,3,3,2,3,2,3,49,2,4,3,0,0,2,0,2,2,0,2,3
0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,70,5,3,5,1,0,1,0,1,5,1,1,4
6,4,4,27,2,1,4,4,2,2,1,1,4,4,2,2,3,3,3,60,3,4,3,0,1,4,1,3,3,1,4,3
0,3,4,16,0,1,0,4,1,2,1,1,1,4,1,3,4,5,5,70,4,4,1,0,1,5,1,5,2,1,5,3
0,3,4,10,1,2,4,4,2,4,1,2,4,4,2,4,5,5,5,46,5,4,5,1,1,5,1,1,4,1,5,4
0,4,1,4,4,0,4,4,1,0,4,0,4,4,1,0,3,4,5,56,5,4,5,1,0,3,1,2,5,0,1,4
0,1,1,30,3,3,4,4,3,4,3,3,4,4,3,4,1,2,1,52,3,3,4,1,0,2,1,2,4,0,2,1
0,3,2,0,3,1,4,4,1,1,3,1,4,4,0,1,3,1,1,33,4,4,5,0,0,2,0,1,3,1,2,3
0,1,1,29,1,1,4,4,0,4,1,1,4,4,0,4,1,2,4,74,3,4,2,1,0,3,1,2,2,1,2,4
0,3,4,16,1,3,4,4,0,2,1,3,3,4,1,2,5,3,2,59,3,4,4,0,1,4,1,2,4,0,4,3
0,4,5,30,0,1,3,3,1,1,0,1,2,2,1,1,4,3,5,67,4,4,3,0,1,3,1,3,3,1,3,3
0,5,5,10,0,4,4,4,2,4,1,2,3,4,3,4,5,5,5,70,1,4,3,0,1,5,1,4,3,1,4,5
0,4,3,10,1,1,3,2,2,2,1,1,2,2,2,2,3,4,4,79,4,4,4,1,0,4,1,3,4,1,3,3
0,3,2,10,1,2,4,4,0,2,1,2,4,4,1,2,4,4,3,67,5,4,4,1,0,4,0,1,4,1,3,3
0,3,1,16,2,2,4,4,1,1,2,1,4,4,1,1,1,1,1,79,3,4,4,1,0,2,0,2,4,1,1,2
0,5,5,16,1,2,4,4,3,2,0,2,4,4,2,2,4,4,4,64,1,4,3,0,1,2,1,3,4,1,3,3
0,3,4,22,0,2,3,4,1,4,0,2,3,4,1,4,5,5,5,60,1,4,1,0,0,5,1,5,1,1,4,5
0,5,4,57,0,3,4,4,3,1,0,3,4,4,3,1,2,2,5,44,4,4,4,0,0,2,1,3,3,1,2,2
0,5,5,22,0,0,1,4,1,2,0,0,1,4,1,2,5,5,5,53,4,4,1,0,1,4,1,5,1,1,5,5
0,2,4,22,0,2,4,4,2,4,1,2,4,4,2,4,3,3,5,52,4,4,4,1,1,3,1,4,4,1,4,5
0,1,2,22,3,1,4,4,1,4,2,1,4,4,1,4,3,1,2,49,3,3,4,0,0,2,1,1,4,1,1,1
0,2,1,10,2,0,4,4,2,2,2,0,4,4,4,3,2,3,1,60,5,4,4,0,0,2,0,1,4,1,2,3
0,2,1,35,3,4,4,4,3,4,2,3,4,4,3,4,1,2,1,43,3,4,5,1,0,1,0,3,4,1,3,3
0,3,2,30,2,3,4,4,3,4,2,3,4,4,3,4,1,1,4,62,2,4,4,1,0,4,1,2,4,1,1,1
0,3,3,12,1,1,4,4,3,3,2,2,4,4,4,4,4,3,2,61,2,4,3,0,1,4,1,2,3,1,3,3
0,4,3,10,2,1,0,4,1,2,2,2,0,4,1,2,4,4,2,41,4,4,2,0,1,4,1,1,3,1,1,4
0,3,4,22,1,1,4,4,2,2,1,1,4,4,2,2,5,5,5,70,5,4,4,1,1,5,1,1,4,1,3,4
0,3,1,30,4,2,4,4,1,2,4,2,4,4,1,2,2,1,1,38,4,3,5,1,0,1,1,1,5,1,1,1
0,1,3,16,2,4,3,4,1,3,2,4,2,4,0,4,2,4,2,44,3,4,4,1,0,2,0,1,4,1,1,1
0,3,2,30,0,2,1,1,0,4,0,2,4,1,0,4,3,3,4,67,5,4,4,1,0,3,0,3,3,1,1,2
0,3,4,22,2,3,4,4,2,4,2,4,4,4,2,4,3,3,5,46,3,4,3,1,0,5,1,4,3,1,5,3
0,3,4,12,1,2,4,4,1,3,0,2,4,4,1,3,5,5,5,59,2,4,3,1,0,1,0,1,5,1,1,3
0,3,4,30,1,2,3,4,1,4,1,1,4,4,1,2,4,3,5,60,4,4,2,0,0,5,0,1,4,1,1,1
0,2,4,30,1,1,4,4,1,4,1,1,4,4,1,4,4,3,3,60,3,4,3,1,1,5,1,3,3,1,4,4
0,4,3,20,4,1,4,4,0,4,4,2,4,4,0,4,1,4,5,59,2,4,2,0,0,3,1,5,2,1,1,2
0,1,1,12,1,4,1,3,0,4,0,2,2,3,4,4,1,2,1,33,3,4,3,0,0,1,1,1,3,1,1,3
0,3,3,16,0,2,4,4,3,3,0,2,4,4,3,3,4,4,3,60,3,4,3,0,1,4,1,2,3,1,3,5
0,4,5,44,2,1,0,4,0,2,1,2,1,4,0,2,4,2,5,22,4,4,4,0,1,5,1,5,3,0,3,2
0,4,4,10,0,2,1,4,1,2,0,2,0,4,1,1,5,5,4,67,4,4,2,0,1,4,1,4,3,1,3,4
0,3,3,10,2,0,4,4,4,2,2,0,4,4,4,3,4,3,4,76,5,4,2,0,1,1,1,5,1,0,4,3
0,4,3,22,3,4,4,4,3,4,2,2,4,4,3,3,3,2,5,60,3,3,4,1,0,3,1,2,4,1,1,3
0,3,3,30,1,3,4,4,3,3,1,3,4,4,3,3,3,1,3,49,4,4,3,0,0,2,1,1,2,1,3,3
0,4,5,22,1,4,2,4,0,3,1,4,2,4,0,3,5,3,5,52,1,4,1,0,1,4,0,5,1,1,4,3
0,4,3,16,4,2,4,4,1,4,3,1,4,4,1,3,4,2,2,48,3,4,4,0,1,1,1,1,3,1,3,3
0,5,4,10,0,0,4,4,0,2,1,1,4,4,1,2,5,5,4,46,2,4,2,0,1,3,1,4,3,1,3,4
0,3,3,12,4,1,1,2,0,2,4,1,1,2,0,2,4,4,2,49,4,4,4,1,0,4,0,2,3,1,1,4
0,3,4,22,2,3,2,4,2,4,2,3,2,4,2,4,5,4,2,76,3,4,2,0,1,4,1,1,2,1,2,4
0,3,3,30,2,2,3,4,2,1,1,2,3,4,2,1,2,1,4,77,1,4,4,0,0,2,0,3,4,1,3,1
0,5,4,10,0,1,4,3,2,4,0,1,4,4,3,4,5,4,5,67,5,4,1,0,1,3,1,5,5,1,5,4
0,3,5,17,2,3,4,4,1,1,2,3,4,4,1,1,3,3,4,37,4,3,2,0,1,5,1,3,3,1,5,1
0,3,4,22,2,1,4,4,3,2,2,1,4,4,2,3,5,3,1,22,4,4,4,0,1,1,1,1,4,0,2,4
0,3,2,10,0,1,4,4,2,4,0,1,4,4,2,4,4,4,3,59,3,4,3,0,1,5,1,4,4,1,5,4
0,5,4,22,1,2,4,4,1,1,0,2,4,4,1,1,4,5,5,74,3,4,2,0,1,4,1,2,3,1,5,3
0,2,4,5,1,2,3,4,1,2,1,2,3,4,1,2,1,3,4,59,3,4,4,1,0,1,0,1,4,1,1,2
0,3,4,30,1,1,2,4,2,2,1,1,2,4,1,2,5,4,5,67,3,4,3,1,1,3,1,1,4,1,4,5
0,5,5,28,1,4,4,3,0,4,1,4,4,4,0,4,2,5,5,67,2,4,1,0,1,5,1,2,1,1,5,5
0,3,4,23,1,4,4,4,0,4,0,4,4,4,0,4,4,5,5,67,5,4,3,1,0,4,1,4,3,1,3,4
0,2,2,12,1,4,4,4,3,2,1,4,4,4,3,2,4,3,2,33,3,4,3,1,0,1,0,3,3,0,2,1
0,3,4,16,0,3,4,3,1,3,0,2,4,3,1,3,2,4,2,67,2,4,3,1,0,3,1,3,3,1,4,4
0,5,5,52,4,4,4,4,3,3,4,4,4,4,2,3,5,1,3,18,1,4,2,0,1,4,1,1,2,0,4,2
0,4,3,30,1,2,3,4,2,3,1,2,4,4,2,3,3,2,4,76,4,4,2,0,1,4,1,3,3,1,3,4
0,2,4,35,3,2,3,4,1,4,3,1,3,4,0,4,5,5,3,49,2,4,2,0,1,4,1,1,2,1,2,5
0,3,4,12,1,1,4,4,4,1,1,1,4,4,4,1,3,4,4,74,3,4,3,1,1,2,1,3,3,1,2,2
0,4,4,10,0,1,4,4,2,2,0,3,4,4,2,3,4,4,5,56,4,4,4,0,1,4,1,3,4,1,5,3
0,3,2,30,1,2,4,4,1,2,1,2,4,4,1,2,2,4,5,59,4,4,2,1,0,4,1,2,3,1,2,3
0,4,4,16,2,4,4,4,3,3,2,4,4,4,4,3,2,4,5,52,4,4,3,0,1,2,1,4,3,1,5,2
0,4,4,30,1,1,0,4,0,3,1,2,0,4,1,3,3,3,2,74,4,4,2,0,1,2,1,2,2,1,4,3
6,3,1,10,0,2,4,4,0,4,0,2,4,4,0,4,2,3,4,60,3,4,3,1,0,2,0,1,4,1,3,3
0,2,1,16,0,1,4,4,2,3,0,1,4,4,2,3,2,4,5,60,5,3,3,1,0,3,0,2,4,1,2,2
0,3,3,10,0,4,4,4,2,3,0,4,4,4,2,4,3,4,4,33,2,4,5,1,0,3,0,1,5,1,1,2
0,4,5,12,4,2,4,4,1,2,4,2,4,4,1,2,5,3,5,67,3,3,1,0,1,5,1,4,3,1,3,2
0,4,5,10,1,2,3,3,2,4,1,2,3,3,1,4,3,4,5,67,2,4,3,0,1,1,1,4,3,1,2,2
0,4,5,30,1,0,1,4,0,4,1,0,1,4,0,4,4,4,4,67,2,4,3,0,1,5,1,5,2,1,4,4
0,1,2,19,3,1,4,4,1,1,3,1,4,4,1,1,1,1,1,29,1,4,5,1,0,1,1,1,5,0,1,1
0,4,1,12,3,3,4,4,3,3,3,3,4,4,3,3,3,2,5,59,4,4,4,1,0,3,1,1,5,1,1,2
0,5,2,22,0,4,4,4,0,1,0,3,4,4,0,1,4,5,5,67,1,4,2,0,0,2,1,3,1,1,2,3
0,3,2,10,0,2,4,4,2,4,0,3,4,4,2,4,4,5,5,76,3,4,2,0,0,5,1,4,1,1,4,5
0,4,4,39,2,0,4,4,2,2,2,0,4,4,2,2,5,5,4,52,3,4,2,0,1,4,1,4,2,1,5,4
0,2,4,30,1,1,0,3,1,0,1,2,1,3,1,1,1,4,4,70,5,3,4,1,0,1,1,3,4,1,3,3
0,3,2,30,2,3,4,4,2,3,2,3,4,4,2,3,5,4,3,67,4,3,4,1,0,1,0,2,4,1,1,2
0,3,3,16,2,4,4,4,3,2,1,4,4,4,4,3,2,3,5,22,4,3,5,1,0,3,1,1,5,1,3,4
0,1,1,10,3,4,1,4,1,4,3,4,0,4,2,4,1,3,4,60,5,4,5,1,0,3,1,1,5,1,4,4
0,4,3,12,0,1,4,4,4,4,0,1,4,4,4,4,5,4,4,60,5,4,4,0,0,4,1,5,4,1,5,5
0,5,3,10,0,2,4,4,2,4,0,2,4,4,2,4,5,4,5,79,3,4,1,0,1,4,1,4,1,1,5,3
0,5,4,16,0,1,4,4,0,4,0,1,4,4,0,4,4,4,2,67,4,4,2,0,1,4,1,5,1,1,4,5
0,4,4,49,1,4,4,4,3,4,1,4,4,4,4,4,4,2,5,46,1,4,4,1,0,4,1,3,3,1,4,4
0,2,2,14,2,3,4,4,3,2,1,3,4,4,3,3,2,4,3,42,4,4,2,1,0,5,1,2,2,1,1,5
0,3,4,10,0,2,4,4,3,3,0,2,4,4,2,3,5,5,2,67,2,4,3,0,1,4,1,3,3,1,3,1
0,5,5,12,2,0,3,4,2,2,1,0,4,4,3,3,5,3,3,56,2,4,2,0,1,2,1,2,2,1,4,2
0,3,5,24,0,2,2,4,1,2,0,1,2,4,3,3,4,5,5,73,3,4,3,0,1,3,0,3,2,1,4,5
0,4,3,10,0,2,3,4,1,2,0,2,3,4,0,2,3,5,4,76,3,4,3,0,0,4,0,5,2,1,4,5
0,3,4,30,0,4,4,4,4,1,0,4,4,4,4,1,3,2,5,77,1,3,3,1,1,1,1,5,2,1,5,1
0,1,5,22,1,0,4,4,2,2,1,1,4,4,2,2,4,5,5,60,4,4,4,0,1,5,1,5,2,1,5,5
0,4,4,32,0,2,3,4,0,2,0,2,3,3,0,2,3,3,5,49,1,4,1,0,0,4,0,4,2,1,1,1
0,1,3,10,0,3,4,4,3,2,0,2,4,4,3,3,4,5,5,60,4,3,3,1,0,1,0,4,2,1,3,5
0,5,5,10,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,13,1,3,5,0,1,1,1,1,5,0,1,1
0,3,4,16,3,2,4,4,2,1,2,2,4,4,3,1,5,4,5,59,3,3,4,1,1,4,0,2,4,1,4,2
1,5,5,35,3,2,3,4,2,4,4,3,3,4,2,4,5,1,1,33,5,4,4,0,1,1,1,3,2,0,1,1
0,3,2,16,2,1,4,4,1,1,1,1,4,4,1,2,4,3,5,49,5,4,4,1,0,4,1,2,4,1,2,2
0,5,5,10,0,3,3,3,2,3,0,2,3,3,2,3,5,4,4,76,3,4,3,0,1,3,1,3,2,1,2,3
0,3,4,10,2,3,4,4,1,2,2,2,4,4,2,2,3,3,2,70,3,4,2,0,1,2,1,5,1,1,5,3
0,4,4,22,1,1,3,2,1,0,1,1,2,1,0,0,4,4,4,76,4,4,4,1,1,4,1,4,4,1,4,4
0,5,4,10,1,2,4,4,2,4,1,2,4,4,2,4,4,5,1,67,3,4,4,0,0,1,0,1,4,1,1,4
0,3,4,22,0,4,4,4,3,3,0,4,4,4,3,3,4,5,4,67,2,4,3,0,0,4,1,2,4,1,3,5
0,4,3,30,0,0,1,0,0,0,0,0,1,0,0,0,4,3,4,70,3,4,3,1,1,4,1,4,4,1,4,3
0,4,3,21,0,3,4,4,0,3,1,4,4,4,1,4,4,4,5,65,3,3,4,0,0,5,0,2,4,1,4,5
0,4,3,12,3,3,4,4,2,2,3,3,4,4,3,3,3,2,5,28,1,4,4,1,0,2,1,1,3,0,2,2
0,4,5,30,2,3,1,4,0,2,2,3,1,4,0,4,4,2,5,74,5,4,4,0,1,4,1,2,4,1,3,4
0,1,3,53,2,1,4,4,0,3,2,1,4,4,0,4,4,1,1,57,3,3,1,0,0,2,0,1,3,1,3,4
0,1,1,16,3,2,4,4,1,2,3,3,4,4,2,2,2,1,1,47,3,3,4,1,0,3,0,4,4,1,2,1
0,2,1,10,2,3,4,4,1,3,1,2,4,4,2,3,3,5,3,67,1,4,5,1,0,3,0,1,5,1,1,4
0,2,1,10,0,2,4,4,2,2,0,2,4,4,3,3,4,5,3,67,1,4,5,1,0,4,1,1,4,1,1,5
0,4,5,22,1,3,4,4,2,4,0,2,4,4,2,4,4,5,2,52,5,4,3,0,0,3,1,1,3,1,2,5
0,4,5,22,1,2,3,4,1,4,1,3,4,4,1,4,5,4,3,83,3,4,3,0,1,5,0,2,4,1,4,3
0,3,3,12,1,1,4,4,2,2,0,1,4,4,2,3,4,4,3,67,4,4,3,0,1,3,1,2,2,1,3,2
0,1,5,10,0,3,4,4,4,4,0,4,4,4,4,4,5,5,5,59,5,4,3,0,1,5,1,5,3,1,5,5
0,3,4,1,4,3,4,4,2,3,4,3,4,4,2,3,3,1,2,31,3,4,5,1,0,3,1,1,5,1,2,3
0,4,5,38,2,3,4,4,2,4,1,2,4,4,2,4,5,2,4,30,1,4,4,0,1,3,1,3,4,1,5,2
0,4,3,22,0,4,4,3,1,4,0,4,4,4,1,4,5,5,5,67,3,4,3,0,0,3,1,5,2,1,1,4
0,4,4,16,0,1,4,3,1,1,0,2,4,4,1,2,5,5,5,67,5,4,4,0,0,4,0,1,4,1,1,5
0,2,3,27,4,2,4,4,0,2,4,2,4,4,0,2,4,4,1,59,3,4,4,0,0,1,1,2,4,0,1,2
0,5,5,12,1,0,4,4,0,2,0,0,4,4,0,2,5,3,5,79,4,4,2,0,1,4,1,4,1,1,4,4
0,3,3,26,1,2,3,4,0,2,1,2,3,4,0,2,4,4,5,67,3,4,4,0,0,3,1,2,4,1,1,2
0,3,4,12,0,2,4,4,2,4,0,3,4,4,2,4,5,5,5,67,3,4,4,1,1,3,0,1,5,1,3,5
0,3,2,16,1,3,4,4,2,3,1,2,4,4,2,4,4,4,5,52,3,4,3,0,1,4,1,4,2,1,4,2
0,3,3,10,1,0,4,4,1,4,1,0,4,4,1,4,4,4,4,67,3,4,4,0,0,3,1,2,4,1,5,3
0,2,3,12,1,0,3,4,1,2,1,0,2,4,3,3,4,4,5,67,3,4,4,0,0,3,1,3,3,1,4,4
0,3,3,26,2,2,4,4,2,3,2,2,4,4,2,3,3,2,5,66,3,4,3,1,1,3,1,2,3,1,1,3
0,4,4,30,3,2,4,4,0,2,4,3,4,4,0,2,4,5,2,67,3,4,3,0,0,5,1,1,4,1,2,4
0,4,4,27,0,1,3,4,2,2,0,2,4,4,2,3,5,4,5,59,3,4,4,1,0,2,1,1,4,1,2,3
0,3,2,27,2,3,4,4,1,3,2,4,4,4,2,4,2,4,4,49,3,3,1,0,0,1,0,3,2,1,1,4
0,2,1,34,1,2,4,4,1,4,1,3,4,4,1,4,2,4,4,67,3,4,3,0,0,4,1,2,3,1,3,5
0,3,5,50,3,2,4,4,3,1,3,2,4,4,2,1,3,3,1,52,4,3,3,0,0,1,0,1,3,0,2,4
0,3,2,27,2,3,4,4,3,4,2,3,4,4,3,4,2,3,2,35,3,4,4,1,0,2,0,2,4,1,3,2
0,4,5,16,1,0,4,1,1,2,1,0,4,1,1,3,4,4,5,70,2,4,3,0,1,3,1,2,3,1,3,4
0,4,3,40,1,3,4,4,1,3,1,3,4,4,1,3,5,5,5,60,1,4,3,0,0,3,1,4,3,1,2,3
8,5,5,22,0,1,4,4,2,2,0,1,4,4,2,2,5,5,5,67,4,4,3,0,1,5,1,4,3,1,2,5
0,4,3,26,0,1,4,4,1,3,0,0,4,4,0,4,5,5,4,52,2,3,2,0,1,3,1,4,3,1,4,4
0,5,3,22,1,1,4,4,3,4,1,1,4,4,4,4,4,4,5,49,4,4,3,0,1,3,0,4,3,1,2,3
0,4,4,10,0,3,4,4,2,4,0,4,4,4,2,4,3,4,4,60,3,4,4,0,1,2,1,4,3,1,4,4
0,3,2,10,4,2,4,4,1,3,4,2,4,4,1,3,3,4,4,46,3,4,2,0,1,2,1,3,3,1,2,3
0,3,4,44,2,2,0,2,1,2,2,2,2,2,2,2,3,1,4,47,2,4,2,0,0,3,0,3,3,1,4,1
0,1,3,22,0,0,4,3,3,4,0,0,4,3,2,4,5,5,5,67,4,4,4,1,0,3,1,3,4,1,3,5
0,3,3,16,1,2,4,4,1,2,1,2,4,4,2,4,4,4,4,67,3,4,4,0,0,4,1,3,4,1,2,3
0,3,2,10,2,4,2,4,2,3,2,4,2,4,2,3,3,5,5,59,2,4,3,1,1,3,1,3,2,1,1,3
0,2,2,30,3,3,4,4,1,2,3,4,4,4,1,2,2,2,2,59,3,4,3,0,0,2,0,2,3,1,1,2
0,4,4,12,0,2,4,4,1,1,0,1,4,4,1,3,4,4,4,49,2,4,2,0,1,2,1,4,2,1,4,4
0,4,3,22,4,2,3,4,0,1,2,2,3,4,0,1,4,5,4,67,3,4,4,0,1,4,1,1,5,0,2,4
0,5,4,4,3,4,4,3,4,4,3,3,4,3,4,3,2,1,3,84,3,3,2,0,0,3,0,2,3,0,3,4
0,2,3,35,1,2,3,4,2,2,1,2,4,4,4,2,4,3,2,67,4,4,4,0,0,3,0,2,4,1,2,4
0,1,5,27,0,3,4,4,0,2,0,3,4,4,0,3,3,5,5,67,1,4,1,1,0,1,1,2,2,1,5,2
0,5,5,2,0,3,4,4,0,4,0,3,4,4,0,4,5,3,5,1,5,4,5,1,0,1,0,1,5,1,1,1
0,3,2,27,2,1,4,4,0,3,2,1,4,4,0,3,3,3,4,39,4,4,4,1,0,2,0,1,4,1,2,3
0,4,4,22,2,2,2,4,1,3,2,2,2,4,2,3,4,3,4,76,4,4,4,0,0,3,0,1,4,0,1,4
0,4,3,30,0,0,4,4,0,1,0,0,4,4,0,2,5,5,5,46,3,4,3,0,0,3,1,4,2,1,3,3
0,3,2,22,1,0,4,3,2,2,1,0,4,3,2,2,2,2,2,52,3,4,3,0,0,3,1,2,3,0,1,3
0,5,4,16,0,2,4,4,1,2,0,2,4,4,1,2,5,5,3,81,3,4,4,0,0,2,1,1,3,0,1,5
0,3,2,16,2,4,4,4,1,2,2,3,4,4,1,3,4,4,5,60,3,4,5,1,1,4,1,4,4,1,3,4
0,2,3,10,2,1,4,4,4,4,2,1,4,4,4,4,4,2,3,46,3,4,4,1,0,3,1,1,4,1,3,2
0,5,4,27,0,1,3,4,1,1,0,1,4,4,1,1,5,5,4,67,4,4,2,0,1,3,1,4,3,1,1,3
0,5,5,31,1,2,4,4,1,4,1,2,4,4,1,4,5,5,5,76,5,4,2,0,1,3,1,4,2,1,4,5
6,3,4,30,2,2,4,3,1,4,2,2,4,3,1,4,4,2,4,67,3,3,4,1,1,3,0,2,4,1,3,4
